source_page,region,circ_num,circonscription,inscrits,votants,taux_participation,blancs_nuls,exprimes,parti,candidat,voix,pourcentage,elu
10,FOLON,055,"YAMOUSSOUKRO,COMMUNE",19524.0,12753.0,65.32,144.0,12609.0,ADCI,"ADCI (AUJOURD'HUI ET DEMAIN, LA COTE D'IVOIRE)",154,1.02,False
10,FOLON,055,"YAMOUSSOUKRO,COMMUNE",19524.0,12753.0,65.32,144.0,12609.0,INDEPENDANT,LA VOIX DE BEOUMI POUR LA COTE DIVOIRE,192,1.27,False
10,FOLON,056,"YAMOUSSOUKRO,COMMUNE",39082.0,15791.0,40.4,718.0,15073.0,INDEPENDANT,BEOUMI EN MARCHE,200,1.33,False
10,FOLON,056,"YAMOUSSOUKRO,COMMUNE",39082.0,15791.0,40.4,718.0,15073.0,RHDP,"UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",3559,23.61,False
10,FOLON,056,"YAMOUSSOUKRO,COMMUNE",39082.0,15791.0,40.4,718.0,15073.0,INDEPENDANT,ENTENTE POUR LE DEVELOPPEMENT,440,2.92,False
10,FOLON,056,"YAMOUSSOUKRO,COMMUNE",39082.0,15791.0,40.4,718.0,15073.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,5734,38.04,True
10,FOLON,056,"YAMOUSSOUKRO,COMMUNE",39082.0,15791.0,40.4,718.0,15073.0,INDEPENDANT,KOUAKOU KOUAME MAXIME,3375,46.98,True
10,FOLON,056,"YAMOUSSOUKRO,COMMUNE",39082.0,15791.0,40.4,718.0,15073.0,RHDP,KOUAME ATTINGBRE,1600,22.27,False
10,FOLON,057,"YAMOUSSOUKRO,COMMUNE",20187.0,7420.0,36.76,236.0,7184.0,INDEPENDANT,N'GUESSAN KOUADIO JULES,261,3.63,False
10,FOLON,057,"YAMOUSSOUKRO,COMMUNE",20187.0,7420.0,36.76,236.0,7184.0,FPI,KOUASSI YAO RAPHAEL,329,4.58,False
10,FOLON,057,"YAMOUSSOUKRO,COMMUNE",20187.0,7420.0,36.76,236.0,7184.0,PDCI-RDA,SAHOURE N'GUESSAN PATRICE,1541,21.45,False
10,FOLON,057,"YAMOUSSOUKRO,COMMUNE",20187.0,7420.0,36.76,236.0,7184.0,INDEPENDANT,KOUADIO KOUASSI LANDRY,289,4.47,False
10,GBEKE,058,"YAMOUSSOUKRO,COMMUNE",15712.0,6698.0,42.63,231.0,6467.0,INDEPENDANT,GNAMIEN KONAN,221,3.42,False
10,GBEKE,058,"YAMOUSSOUKRO,COMMUNE",15712.0,6698.0,42.63,231.0,6467.0,INDEPENDANT,DIABY AMADOU,79,1.22,False
10,GBEKE,058,"YAMOUSSOUKRO,COMMUNE",15712.0,6698.0,42.63,231.0,6467.0,PDCI-RDA,AZAGOH-KOUADIO RICHARD,1975,30.54,False
10,GBEKE,058,"YAMOUSSOUKRO,COMMUNE",15712.0,6698.0,42.63,231.0,6467.0,RHDP,ASSAHORE KONAN JACQUES,6758,65.08,True
10,GBEKE,058,"YAMOUSSOUKRO,COMMUNE",15712.0,6698.0,42.63,231.0,6467.0,INDEPENDANT,YAO-KOUAME ALBERT,78,0.75,False
10,GBEKE,058,"YAMOUSSOUKRO,COMMUNE",15712.0,6698.0,42.63,231.0,6467.0,INDEPENDANT,BROU KOUASSI FELICIEN,57,0.55,False
10,GBEKE,059,"YAMOUSSOUKRO,COMMUNE",27040.0,10747.0,39.74,363.0,10384.0,INDEPENDANT,KOUADIO KOUAME EMMANUEL,80,0.77,False
10,GBEKE,059,"YAMOUSSOUKRO,COMMUNE",27040.0,10747.0,39.74,363.0,10384.0,INDEPENDANT,YAO BETTY ARIANE REBECCA MARIE,598,5.76,False
10,GBEKE,059,"YAMOUSSOUKRO,COMMUNE",27040.0,10747.0,39.74,363.0,10384.0,INDEPENDANT,N'GUESSAN KOUADIO LEONCE,22,0.21,False
10,GBEKE,059,"YAMOUSSOUKRO,COMMUNE",27040.0,10747.0,39.74,363.0,10384.0,PDCI-RDA,HOUSSOU KOUADIO CHRISTOPHE,2644,25.46,False
10,GBEKE,060,"BOUAKE, VILLE",277859.0,114172.0,41.09,1.0,375112.0,CODE,OSONS LE CHANGEMENT,692,6.1,False
10,GBEKE,060,"BOUAKE, VILLE",277859.0,114172.0,41.09,1.0,375112.0,GP-PAIX,PAIX-UNITE-PROSPERITE,300,2.64,False
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,INDEPENDANT,"VISION, INTEGRITE, ESPOIR",940,8.28,False
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,RHDP,"UNE COTE D""IVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",5421,47.77,True
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,3771,33.23,False
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,INDEPENDANT,UNION-DYNAMISME-ENTRAIDE,81,0.71,False
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,ADCI,KONAN YAO AUBIN,60,1.17,False
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,INDEPENDANT,TAIGUAIN KOFFI EDMOND,243,4.75,False
11,GBEKE,061,"BOUAKE, VILLE",29385.0,11859.0,40.36,511.0,11348.0,INDEPENDANT,KOUAME KOUASSI GUSTAVE,1224,23.94,False
11,GBEKE,062,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",13760.0,5286.0,38.42,173.0,5113.0,RHDP,ALLALI JUSTICE EULOGE BENIANSOU,441,8.63,False
11,GBEKE,062,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",13760.0,5286.0,38.42,173.0,5113.0,PDCI-RDA,YAO KOUADIO ROLAND,2944,57.58,True
11,GBEKE,062,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",13760.0,5286.0,38.42,173.0,5113.0,INDEPENDANT,KOUADIO KPANNIGO N'GUESSAN VALERIE,1155,10.15,False
11,GBEKE,062,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",13760.0,5286.0,38.42,173.0,5113.0,INDEPENDANT,N'GUESSAN KOUASSI DENIS,34,0.3,False
11,GBEKE,062,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",13760.0,5286.0,38.42,173.0,5113.0,INDEPENDANT,KOUASSI HERMANN RODOLPHE,284,2.5,False
11,GBEKE,062,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",13760.0,5286.0,38.42,173.0,5113.0,CODE,ZELIA KAKAUF ABOH KOFFI,177,1.56,False
11,GBEKE,063,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",38024.0,11752.0,30.91,377.0,11375.0,INDEPENDANT,KOFFI KOUACOU BENOIT,214,1.88,False
11,GBEKE,063,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",38024.0,11752.0,30.91,377.0,11375.0,RHDP,TOTO KOUADIO YVES,3597,31.62,False
11,GBEKE,063,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",38024.0,11752.0,30.91,377.0,11375.0,ADCI,TOTO KONAN VALENTIN,781,6.87,False
11,GBEKE,063,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",38024.0,11752.0,30.91,377.0,11375.0,PDCI-RDA,KOUADIO KOUAME EUGENE,4970,43.69,True
11,GBEKE,063,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",38024.0,11752.0,30.91,377.0,11375.0,RHDP,KEBE MAHAMADOU,4897,71.9,True
11,GBEKE,064,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19602.0,6919.0,35.3,108.0,6811.0,PDCI-RDA,GBALET DAKOURY DENIS,1385,20.33,False
11,GBEKE,064,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19602.0,6919.0,35.3,108.0,6811.0,INDEPENDANT,KACOU MEA D'ASSIE JUSTIN KEVIN,4032,55.13,True
11,GBEKE,064,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19602.0,6919.0,35.3,108.0,6811.0,RHDP,FREGBO GUETE BASILE MESMIN,2632,35.99,False
11,GBEKE,065,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",29913.0,7502.0,25.08,189.0,7313.0,UDCY,GOUHIZOUN N'DA PATRICK JEAN KOUAME,74,1.01,False
11,GBEKE,065,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",29913.0,7502.0,25.08,189.0,7313.0,INDEPENDANT,NANAN KOFFI,303,4.74,False
11,GBEKE,065,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",29913.0,7502.0,25.08,189.0,7313.0,INDEPENDANT,SAMA DAMALAN JANVIER,967,15.13,False
11,GBEKE,065,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",29913.0,7502.0,25.08,189.0,7313.0,RHDP,LEGRE DAKPA PHILIPPE,2976,46.57,True
11,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,ADCI,ABALE BASILE HENRI,85,1.33,False
11,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,INDEPENDANT,KPREKPRE ZILIHONON BERNADETTE ERNESTINE SYLVIE,1625,25.43,False
11,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,PDCI-RDA,ZAMA JEAN-LUC,378,5.91,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,INDEPENDANT,YORO ALAIN MICHEL,67,0.64,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,INDEPENDANT,GOLLO-TABLEY ROBERT GABRIEL,121,1.16,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,INDEPENDANT,DOUAI LEGRE GERMAIN,1582,15.18,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,INDEPENDANT,GBEKEDI DOUHABOU NOEL,63,0.6,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,EDS,GAROU ANTONI,418,4.01,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,PDCI-RDA,KONE-OBRE DEPROU CYRIELLE EMMANUELLE,1819,17.46,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,MGC,GOURI KOUDOUGNON ALAIN,140,1.34,False
12,GBOKLE,066,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",19869.0,6546.0,32.95,155.0,6391.0,INDEPENDANT,KRIZO NICOLE FLEUR REGINA,42,0.4,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,SOGO AYMAR TANGUY BLAIS,662,6.35,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,DJEDJE BAGNON MARIUS BIENVENU,621,5.96,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,RHDP,KONE ISSA,2749,26.38,True
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,DALLY PRUDENCE SONIA,299,2.87,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,CODE,GRI SERAPHIN,195,1.87,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,LITIE LITIE ERIC,95,0.91,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,YOUBOLOU ADJEHI NATHALIE,266,2.55,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,ZAGO KPOKOU FRANCIS GOSSET,373,3.58,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,INDEPENDANT,GBALOU SERY MARTIN CLAVER,741,7.11,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,FPI,LIBY GUILLAUME,274,3.17,False
12,GBOKLE,067,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",42324.0,10693.0,25.26,274.0,10419.0,PDCI-RDA,DIGBEU BLE ALFRED,1704,19.72,False
12,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,OURAGA SERGE OLIVIER,1327,15.35,False
12,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,RHDP,DOGO LOGBO MYSS BELMONDE,4730,54.73,True
12,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,CODE,ZIE BETO ALFRED,44,0.51,False
12,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,KOUADIO KONAN LEON,460,5.32,False
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,GNAHORE SIABA GEORGES,448,4.45,False
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,KAKOU GUIKAHUE MAURICE,1600,15.89,False
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,ADJI KODOU MATHIAS,55,0.55,False
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,MOUSSA KONATE,1885,18.72,True
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,RABE LIAGRO CHARLES,1314,13.05,False
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,BAGNIMO DIABOU OLIVIER,47,0.47,False
13,GOH,068,"DAKPADOU ET SAGO, COMMUNES ET SOUS*PREFECTURES",30755.0,8919.0,29.0,276.0,8643.0,INDEPENDANT,DAKOURY ELIE,49,0.49,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,PDCI-RDA,YAO KOUAME RENE,1607,15.96,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,YAZI IKPO JEAN ARNAUD,59,0.59,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,GNADJA DOGBA-RICHARD,721,7.16,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,RHDP,DJEDJEGNE YRIDJE DIGBEU YVETTE EPOUSE SEA,1645,16.34,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,BLE ZOKOU,274,2.72,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,KOFFI KOUAME,123,1.22,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,GADJI DIDIER JEAN-FRANCOIS,20,0.2,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,"S""UNIR ET AGIR POUR GAGNOA",297,2.59,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,769,6.72,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,MDR,MOUVEMENT DEMOCRATIQUE POUR LE RENOUVEAU,542,4.74,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,ADCI,AUJOURDHUI ET DEMAIN LA COTE DIVOIRE,333,2.91,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,INDEPENDANT,ZEGOUA ADIA SAINT DOMINIQUE ISRAEL,1162,10.83,False
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,PDCI-RDA,BAGROU GOLI,5210,48.56,True
13,GOH,069,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",36390.0,10519.0,28.91,451.0,10068.0,MGC,KOBOU DECKY JEAN CLAUDE,137,1.28,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,ICON,MAYOBO OGA DADE YVES,94,0.88,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,INDEPENDANT,DEHI GAHI DANIEL,130,1.21,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,RHDP,KONAN JULIEN,3902,36.37,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,INDEPENDANT,KONATE ZANGA,14,0.12,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,INDEPENDANT,ALLAH KOUADIO ERIC SAINT-CLAIR,963,8.35,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,INDEPENDANT,BANA DONZO JEAN PROSPER,124,1.08,False
13,GOH,071,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",31994.0,10995.0,34.37,265.0,10730.0,PDCI-RDA,LAGUI KOUASSI JOACHIM,3810,33.04,False
13,GOH,072,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",46572.0,11867.0,25.48,334.0,11533.0,MGC,TRAH N'GORAN YOLANDE AIMEE EPOUSE KOFFI,137,1.19,False
13,GOH,072,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",46572.0,11867.0,25.48,334.0,11533.0,INDEPENDANT,DOUEZAN LOU TCHANWELE PHILOMENE EPSE DADOU,35,0.3,False
13,GOH,072,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",46572.0,11867.0,25.48,334.0,11533.0,RHDP,KOUASSI DJA FLORE,5788,50.19,True
13,GOH,072,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",46572.0,11867.0,25.48,334.0,11533.0,INDEPENDANT,WOYO BE NADEGE,171,1.48,False
13,GOH,072,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",46572.0,11867.0,25.48,334.0,11533.0,INDEPENDANT,NDRI YAO MATHIEU,396,3.43,False
14,GOH,072,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",46572.0,11867.0,25.48,334.0,11533.0,RHDP,"UNE COTE D'IVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",14746,87.64,True
14,GOH,073,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",52876.0,17219.0,32.56,394.0,16825.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,1161,6.9,False
14,GOH,073,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",52876.0,17219.0,32.56,394.0,16825.0,INDEPENDANT,BONDOUKOU EN MARCHE,706,4.2,False
14,GOH,073,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",52876.0,17219.0,32.56,394.0,16825.0,INDEPENDANT,ELITES DE LA RELEVE,255,1.39,False
14,GOH,073,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",52876.0,17219.0,32.56,394.0,16825.0,INDEPENDANT,"UN JOUR, IL FERA JOUR",5262,28.68,False
14,GOH,073,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",52876.0,17219.0,32.56,394.0,16825.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,888,4.84,False
14,GOH,074,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",35843.0,18753.0,52.32,403.0,18350.0,INDEPENDANT,CONCORDE POUR LE RENOUVEAU DU GONTOUGO,3641,19.84,False
14,GOH,074,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",35843.0,18753.0,52.32,403.0,18350.0,RHDP,"UNE COTE D'IVOIRE EN PAIX ,PROSPERE ET SOLIDAIRE",7031,38.32,True
14,GOH,074,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",35843.0,18753.0,52.32,403.0,18350.0,FPI,N'GUETTIA YAO KOUMAN,57,0.63,False
14,GOH,074,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",35843.0,18753.0,52.32,403.0,18350.0,PDCI-RDA,SAWIRI YAO YEBOUA,1678,18.41,False
14,GOH,074,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",35843.0,18753.0,52.32,403.0,18350.0,INDEPENDANT,OUATTARA ABOU,1725,18.92,False
14,GOH,074,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",35843.0,18753.0,52.32,403.0,18350.0,P.B.J.V,KOSSONOU KOUADIO HENRI QUATORZE,219,2.4,False
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,INDEPENDANT,DIABAGATE YEBOUA ADAMAN,1961,21.51,False
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,INDEPENDANT,COULIBALY NANGA ISMAEL,212,2.33,False
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,INDEPENDANT,YEBOUA KOUAKOU KOUMAN BENOIT,19,0.21,False
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,RHDP,DIABAGATE MOUSSA,3122,34.24,True
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,PDCI-RDA,HIEN SIE GEORGES BENEDICT,120,1.24,False
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,INDEPENDANT,KRA KOBENAN LAZARE,2953,30.49,False
14,GOH,075,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",17425.0,9493.0,54.48,376.0,9117.0,INDEPENDANT,KOUAME YAO KOUMAN,257,2.65,False
14,GOH,076,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",16336.0,9847.0,60.28,162.0,9685.0,INDEPENDANT,BIFFITE HOLLO DAH,232,2.4,False
14,GOH,076,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",16336.0,9847.0,60.28,162.0,9685.0,INDEPENDANT,SOULEYMANE OUATTARA,2883,29.77,False
14,GOH,076,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",16336.0,9847.0,60.28,162.0,9685.0,RHDP,KOUASSI KOFFI KRA PAULIN,3123,32.25,True
14,GOH,076,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",16336.0,9847.0,60.28,162.0,9685.0,INDEPENDANT,YAO KOUASSI ALI,262,3.56,False
14,GOH,076,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",16336.0,9847.0,60.28,162.0,9685.0,INDEPENDANT,EBA YAO HAROUNA,1862,25.27,False
14,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,PDCI-RDA,KOFFI TEHUA,188,2.55,False
14,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,UNPR,MOUTAYE AZOUMANA,2571,34.89,True
14,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,RHDP,SONAN JEAN-FRANCOIS DONALD,2407,32.67,False
15,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,INDEPENDANT,AHIMOU YAO,141,1.66,False
15,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,INDEPENDANT,CISSE MOHAMED,223,2.63,False
15,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,PDCI-RDA,KOUASSI BREDOUMY SOUMAILA TRAORE,2578,30.38,True
15,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,INDEPENDANT,YAO SOUMAILA,880,10.37,False
15,GOH,077,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",13065.0,7563.0,57.89,195.0,7368.0,RHDP,KOUAKOU BOKO ANTOINE,1394,16.43,False
